?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0004907>	<http://www.snomedbrowser.com/Codes/Details/279973004>
<http://purl.obolibrary.org/obo/UBERON_0004907>	"NCIT:C33010"
<http://purl.obolibrary.org/obo/UBERON_0011822>	<http://en.wikipedia.org/wiki/Dense_irregular_connective_tissue>
<http://purl.obolibrary.org/obo/UBERON_0011822>	<http://linkedlifedata.com/resource/umls/id/C0738366>
<http://purl.obolibrary.org/obo/UBERON_0011822>	"NCIT:C32882"
<http://purl.obolibrary.org/obo/UBERON_0011822>	"FMA:20109"
<http://purl.obolibrary.org/obo/UBERON_0011822>	"UMLS:C0738366"
<http://purl.obolibrary.org/obo/UBERON_0002308>	"NCIT:C49346"
<http://purl.obolibrary.org/obo/UBERON_0002308>	<http://linkedlifedata.com/resource/umls/id/C1706993>
<http://purl.obolibrary.org/obo/UBERON_0002308>	"EMAPA:35185"
<http://purl.obolibrary.org/obo/UBERON_0002308>	"FMA:83840"
<http://purl.obolibrary.org/obo/UBERON_0002308>	<http://www.snomedbrowser.com/Codes/Details/426465002>
<http://purl.obolibrary.org/obo/UBERON_0002308>	"UMLS:C1706993"
<http://purl.obolibrary.org/obo/UBERON_0002308>	"MA:0000811"
<http://purl.obolibrary.org/obo/UBERON_0002308>	"ZFA:0005575"
<http://purl.obolibrary.org/obo/UBERON_0010378>	"EHDAA2:0001122"
<http://purl.obolibrary.org/obo/UBERON_0004571>	<http://en.wikipedia.org/wiki/Systemic_circulation#Arteries>
<http://purl.obolibrary.org/obo/UBERON_0004571>	"FMA:45623"
<http://purl.obolibrary.org/obo/UBERON_0009117>	<http://linkedlifedata.com/resource/umls/id/C1512703>
<http://purl.obolibrary.org/obo/UBERON_0009117>	"UMLS:C1512703"
<http://purl.obolibrary.org/obo/UBERON_0009117>	"EHDAA2:0000716"
<http://purl.obolibrary.org/obo/UBERON_0009117>	"NCIT:C34192"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"EHDAA2:0004033"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"RETIRED_EHDAA2:0000095"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"VHOG:0001092"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"EMAPA:16765"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"EMAPA:16767"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"EMAPA:16769"
<http://purl.obolibrary.org/obo/UBERON_0003481>	<http://en.wikipedia.org/wiki/Tail_vein>
<http://purl.obolibrary.org/obo/UBERON_0003481>	"MA:0002233"
<http://purl.obolibrary.org/obo/UBERON_0003481>	"XAO:0000393"
<http://purl.obolibrary.org/obo/UBERON_0003481>	"EMAPA:37761"
<http://purl.obolibrary.org/obo/UBERON_0003481>	"AAO:0011105"
<http://purl.obolibrary.org/obo/UBERON_0004549>	"EMAPA:37363"
<http://purl.obolibrary.org/obo/UBERON_0004549>	<http://www.snomedbrowser.com/Codes/Details/362502000>
<http://purl.obolibrary.org/obo/UBERON_0004549>	"NCIT:C119333"
<http://purl.obolibrary.org/obo/UBERON_0004549>	"MA:0002950"
<http://purl.obolibrary.org/obo/UBERON_0004549>	"FMA:12514"
<http://purl.obolibrary.org/obo/UBERON_0001073>	"FMA:11338"
<http://purl.obolibrary.org/obo/UBERON_0001073>	<http://www.snomedbrowser.com/Codes/Details/264021000>
<http://purl.obolibrary.org/obo/UBERON_0001073>	"MA:0000332"
<http://purl.obolibrary.org/obo/UBERON_0001073>	"EMAPA:37601"
<http://purl.obolibrary.org/obo/CL_0002072>	"BTO:0004190"
<http://purl.obolibrary.org/obo/CL_0002072>	"FMA:67101"
<http://purl.obolibrary.org/obo/UBERON_0014716>	<http://linkedlifedata.com/resource/umls/id/C1512857>
<http://purl.obolibrary.org/obo/UBERON_0014716>	"NCIT:C32828"
<http://purl.obolibrary.org/obo/UBERON_0014716>	<http://en.wikipedia.org/wiki/Interlobular_ducts>
<http://purl.obolibrary.org/obo/UBERON_0002558>	<http://www.snomedbrowser.com/Codes/Details/362606005>
<http://purl.obolibrary.org/obo/UBERON_0002558>	"FMA:12237"
<http://purl.obolibrary.org/obo/UBERON_0002558>	"BIRNLEX:1019"
<http://purl.obolibrary.org/obo/UBERON_0005597>	"EFO:0002578"
<http://purl.obolibrary.org/obo/UBERON_0005597>	"XAO:0001002"
<http://purl.obolibrary.org/obo/UBERON_0005597>	"EMAPA:36007"
<http://purl.obolibrary.org/obo/UBERON_0005597>	"AAO:0011059"
<http://purl.obolibrary.org/obo/UBERON_0004666>	"FMA:7135"
<http://purl.obolibrary.org/obo/UBERON_0004666>	"EHDAA2:0004596"
<http://purl.obolibrary.org/obo/UBERON_0004666>	"MA:0002939"
<http://purl.obolibrary.org/obo/UBERON_0004666>	"VHOG:0000927"
<http://purl.obolibrary.org/obo/UBERON_0004666>	"EMAPA:18246"
<http://purl.obolibrary.org/obo/UBERON_0004666>	<http://www.snomedbrowser.com/Codes/Details/278228007>
<http://purl.obolibrary.org/obo/UBERON_0003541>	"UMLS:C1708675"
<http://purl.obolibrary.org/obo/UBERON_0003541>	"MA:0001780"
<http://purl.obolibrary.org/obo/UBERON_0003541>	<http://linkedlifedata.com/resource/umls/id/C1708675>
<http://purl.obolibrary.org/obo/UBERON_0003541>	"NCIT:C49255"
<http://purl.obolibrary.org/obo/UBERON_0003541>	"EMAPA:36636"
<http://purl.obolibrary.org/obo/UBERON_0002099>	"GAID:562"
<http://purl.obolibrary.org/obo/UBERON_0002099>	<http://linkedlifedata.com/resource/umls/id/C0018819>
<http://purl.obolibrary.org/obo/UBERON_0002099>	"MESH:D006346"
<http://purl.obolibrary.org/obo/UBERON_0002099>	<http://www.snomedbrowser.com/Codes/Details/362014000>
<http://purl.obolibrary.org/obo/UBERON_0002099>	"EMAPA:35400"
<http://purl.obolibrary.org/obo/UBERON_0002099>	"MA:0000083"
<http://purl.obolibrary.org/obo/UBERON_0002099>	"UMLS:C0018819"
<http://purl.obolibrary.org/obo/UBERON_0002099>	"NCIT:C49485"
<http://purl.obolibrary.org/obo/UBERON_0002099>	"FMA:7180"
<http://purl.obolibrary.org/obo/UBERON_0005979>	"FMA:9236"
<http://purl.obolibrary.org/obo/UBERON_0005979>	<http://www.snomedbrowser.com/Codes/Details/277693004>
<http://purl.obolibrary.org/obo/UBERON_0005979>	"EMAPA:37837"
<http://purl.obolibrary.org/obo/UBERON_0005979>	<http://en.wikipedia.org/wiki/Crista_terminalis>
<http://purl.obolibrary.org/obo/UBERON_0035539>	<http://linkedlifedata.com/resource/umls/id/C0226294>
<http://purl.obolibrary.org/obo/UBERON_0035539>	"NCIT:C32535"
<http://purl.obolibrary.org/obo/UBERON_0035539>	<http://www.snomedbrowser.com/Codes/Details/56548006>
<http://purl.obolibrary.org/obo/UBERON_0035539>	"FMA:4149"
<http://purl.obolibrary.org/obo/UBERON_0007182>	"EMAPA:31264"
<http://purl.obolibrary.org/obo/UBERON_0007182>	"FMA:18336"
<http://purl.obolibrary.org/obo/GO_0016310>	"Wikipedia:Phosphorylation"
<http://purl.obolibrary.org/obo/UBERON_0007237>	"EHDAA2:0000031"
<http://purl.obolibrary.org/obo/UBERON_0007237>	"EHDAA:583"
<http://purl.obolibrary.org/obo/UBERON_0007237>	"EMAPA:16382"
<http://purl.obolibrary.org/obo/UBERON_0007237>	"VHOG:0000510"
<http://purl.obolibrary.org/obo/UBERON_0009617>	"EMAPA:16171"
<http://purl.obolibrary.org/obo/UBERON_0009617>	"EHDAA2:0000736"
<http://purl.obolibrary.org/obo/UBERON_0009617>	"EHDAA:364"
<http://purl.obolibrary.org/obo/GO_0015116>	"Reactome:R-HSA-8875871"
<http://purl.obolibrary.org/obo/GO_0015116>	"Reactome:R-HSA-3560789"
<http://purl.obolibrary.org/obo/GO_0015116>	"Reactome:R-HSA-427555"
<http://purl.obolibrary.org/obo/GO_0015116>	"RHEA:34983"
<http://purl.obolibrary.org/obo/UBERON_0005685>	<http://www.snomedbrowser.com/Codes/Details/361434009>
<http://purl.obolibrary.org/obo/UBERON_0005685>	"EMAPA:17040"
<http://purl.obolibrary.org/obo/UBERON_0005685>	"RETIRED_EHDAA2:0001187"
<http://purl.obolibrary.org/obo/UBERON_0005685>	"EMAPA:18671"
<http://purl.obolibrary.org/obo/UBERON_0005685>	"EMAPA:16722"
<http://purl.obolibrary.org/obo/UBERON_0002347>	"NCIT:C12798"
<http://purl.obolibrary.org/obo/UBERON_0002347>	"FMA:9139"
<http://purl.obolibrary.org/obo/UBERON_0002347>	"MESH:D013904"
<http://purl.obolibrary.org/obo/UBERON_0002347>	<http://www.snomedbrowser.com/Codes/Details/181821009>
<http://purl.obolibrary.org/obo/UBERON_0002347>	<http://en.wikipedia.org/wiki/Thoracic_vertebrae>
<http://purl.obolibrary.org/obo/UBERON_0002347>	<http://linkedlifedata.com/resource/umls/id/C0039987>
<http://purl.obolibrary.org/obo/UBERON_0002347>	"MA:0000314"
<http://purl.obolibrary.org/obo/UBERON_0002347>	"GAID:244"
<http://purl.obolibrary.org/obo/UBERON_0002347>	"EMAPA:18011"
<http://purl.obolibrary.org/obo/UBERON_0002347>	"UMLS:C0039987"
<http://purl.obolibrary.org/obo/UBERON_0005033>	"FMA:14662"
<http://purl.obolibrary.org/obo/UBERON_0005033>	<http://www.snomedbrowser.com/Codes/Details/362196002>
<http://purl.obolibrary.org/obo/UBERON_0004160>	"EMAPA:36025"
<http://purl.obolibrary.org/obo/UBERON_0004160>	"ZFA:0005808"
<http://purl.obolibrary.org/obo/GO_0005929>	"Wikipedia:Cilium"
<http://purl.obolibrary.org/obo/GO_0005929>	"FMA:67181"
<http://purl.obolibrary.org/obo/GO_0005929>	"NIF_Subcellular:sao787716553"
<http://purl.obolibrary.org/obo/UBERON_6000002>	"FBbt:00000002"
<http://purl.obolibrary.org/obo/GO_0051033>	"Reactome:R-HSA-203906"
<http://purl.obolibrary.org/obo/UBERON_0005316>	"FMA:83596"
<http://purl.obolibrary.org/obo/GO_0006094>	"Wikipedia:Gluconeogenesis"
<http://purl.obolibrary.org/obo/GO_0006094>	"MetaCyc:GLUCONEO-PWY"
<http://purl.obolibrary.org/obo/CL_1000493>	"FMA:86739"
<http://purl.obolibrary.org/obo/UBERON_0001169>	"EMAPA:35470"
<http://purl.obolibrary.org/obo/UBERON_0001169>	"MA:0002695"
<http://purl.obolibrary.org/obo/UBERON_0001169>	"FMA:14619"
<http://purl.obolibrary.org/obo/CL_0000101>	"MESH:D011984"
<http://purl.obolibrary.org/obo/CL_0000101>	"FMA:84649"
<http://purl.obolibrary.org/obo/CL_0000101>	"FBbt:00005124"
<http://purl.obolibrary.org/obo/CL_0000101>	"BTO:0001037"
<http://purl.obolibrary.org/obo/CL_0000101>	"WBbt:0005759"
<http://purl.obolibrary.org/obo/UBERON_0012477>	"BTO:0000957"
<http://purl.obolibrary.org/obo/UBERON_0012477>	"FMA:24189"
<http://purl.obolibrary.org/obo/UBERON_0012477>	<http://www.snomedbrowser.com/Codes/Details/182326009>
<http://purl.obolibrary.org/obo/UBERON_0012477>	<http://www.snomedbrowser.com/Codes/Details/304036007>
<http://purl.obolibrary.org/obo/UBERON_0004357>	"VHOG:0001258"
<http://purl.obolibrary.org/obo/NCBITaxon_31028>	"GC_ID:1"
<http://purl.obolibrary.org/obo/GO_0005874>	"NIF_Subcellular:sao1846835077"
<http://purl.obolibrary.org/obo/GO_0005874>	"Wikipedia:Microtubule"
<http://purl.obolibrary.org/obo/UBERON_0000174>	"ENVO:02000022"
<http://purl.obolibrary.org/obo/UBERON_0000174>	"EHDAA2_RETIRED:0003184"
<http://purl.obolibrary.org/obo/UBERON_0000174>	"BTO:0000491"
<http://purl.obolibrary.org/obo/UBERON_0000174>	"galen:Excretion"
<http://purl.obolibrary.org/obo/UBERON_0000174>	"FMA:9674"
<http://purl.obolibrary.org/obo/UBERON_0000174>	"AEO:0000184"
<http://purl.obolibrary.org/obo/UBERON_0015281>	"EMAPA:37712"
<http://purl.obolibrary.org/obo/UBERON_0015281>	"MA:0000723"
<http://purl.obolibrary.org/obo/UBERON_0000304>	"NCIT:C96299"
<http://purl.obolibrary.org/obo/UBERON_0000304>	"FMA:45087"
<http://purl.obolibrary.org/obo/UBERON_0000304>	"UMLS:C0224856"
<http://purl.obolibrary.org/obo/UBERON_0000304>	<http://en.wikipedia.org/wiki/Tendon_sheath>
<http://purl.obolibrary.org/obo/UBERON_0000304>	<http://www.snomedbrowser.com/Codes/Details/361885006>
<http://purl.obolibrary.org/obo/UBERON_0000304>	"BTO:0000051"
<http://purl.obolibrary.org/obo/UBERON_0000304>	<http://linkedlifedata.com/resource/umls/id/C0224856>
<http://purl.obolibrary.org/obo/UBERON_0000304>	"FMA:76715"
<http://purl.obolibrary.org/obo/UBERON_0004522>	"FMA:239607"
<http://purl.obolibrary.org/obo/UBERON_0014792>	"EMAPA:37864"
<http://purl.obolibrary.org/obo/UBERON_0014792>	"FMA:71297"
<http://purl.obolibrary.org/obo/NCBITaxon_9254>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"FMA:18245"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"UMLS:C0015560"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"MA:0000385"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"EHDAA2:0000504"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"EMAPA:35660"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"MESH:D005187"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"CALOHA:TS-0732"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"EMAPA:18984"
<http://purl.obolibrary.org/obo/UBERON_0003889>	<http://www.snomedbrowser.com/Codes/Details/181463001>
<http://purl.obolibrary.org/obo/UBERON_0003889>	<http://en.wikipedia.org/wiki/Fallopian_tube>
<http://purl.obolibrary.org/obo/UBERON_0003889>	"GAID:365"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"galen:FallopianTube"
<http://purl.obolibrary.org/obo/UBERON_0003889>	"NCIT:C12403"
<http://purl.obolibrary.org/obo/UBERON_0003889>	<http://linkedlifedata.com/resource/umls/id/C0015560>
<http://purl.obolibrary.org/obo/UBERON_0003889>	"EV:0100112"
<http://purl.obolibrary.org/obo/UBERON_0037089>	"FMA:63144"
<http://purl.obolibrary.org/obo/UBERON_0015783>	"FMA:77862"
<http://purl.obolibrary.org/obo/UBERON_0009670>	"EMAPA:18388"
<http://purl.obolibrary.org/obo/UBERON_0009670>	"EHDAA2:0004587"
<http://purl.obolibrary.org/obo/UBERON_0009670>	<http://www.snomedbrowser.com/Codes/Details/259740004>
<http://purl.obolibrary.org/obo/UBERON_0009670>	"FMA:14598"
<http://purl.obolibrary.org/obo/UBERON_0004872>	<http://en.wikipedia.org/wiki/Lateral_plate_mesoderm#Division_into_layers>
<http://purl.obolibrary.org/obo/UBERON_0004872>	"XAO:0000276"
<http://purl.obolibrary.org/obo/UBERON_0004872>	"BILA:0000044"
<http://purl.obolibrary.org/obo/UBERON_0004872>	"FMA:295568"
<http://purl.obolibrary.org/obo/UBERON_0004872>	"AAO:0011102"
<http://purl.obolibrary.org/obo/UBERON_0005911>	"FMA:69065"
<http://purl.obolibrary.org/obo/UBERON_0012332>	<http://en.wikipedia.org/wiki/Broad_ligament_of_the_uterus>
<http://purl.obolibrary.org/obo/UBERON_0012332>	"MESH:D001956"
<http://purl.obolibrary.org/obo/UBERON_0012332>	"FMA:16516"
<http://purl.obolibrary.org/obo/UBERON_0012332>	<http://www.snomedbrowser.com/Codes/Details/362723009>
<http://purl.obolibrary.org/obo/UBERON_0012332>	"NCIT:C12318"
<http://purl.obolibrary.org/obo/UBERON_0012332>	"UMLS:C0006205"
<http://purl.obolibrary.org/obo/UBERON_0012332>	<http://linkedlifedata.com/resource/umls/id/C0006205>
<http://purl.obolibrary.org/obo/UBERON_0002337>	<http://linkedlifedata.com/resource/umls/id/C0227849>
<http://purl.obolibrary.org/obo/UBERON_0002337>	"UMLS:C0227849"
<http://purl.obolibrary.org/obo/UBERON_0002337>	<http://www.snomedbrowser.com/Codes/Details/254115004>
<http://purl.obolibrary.org/obo/UBERON_0002337>	"MA:0002734"
<http://purl.obolibrary.org/obo/UBERON_0002337>	"EMAPA:35310"
<http://purl.obolibrary.org/obo/UBERON_0002337>	"CALOHA:TS-1266"
<http://purl.obolibrary.org/obo/UBERON_0002337>	"FMA:86487"
<http://purl.obolibrary.org/obo/UBERON_0002337>	"NCIT:C32516"
<http://purl.obolibrary.org/obo/UBERON_0004061>	"neuronames:1367"
<http://purl.obolibrary.org/obo/UBERON_0004061>	"EMAPA:17148"
<http://purl.obolibrary.org/obo/UBERON_0004061>	"EMAPA:35360"
<http://purl.obolibrary.org/obo/CHEBI_57887>	"Gmelin:533978"
<http://purl.obolibrary.org/obo/UBERON_0001969>	"GAID:1178"
<http://purl.obolibrary.org/obo/UBERON_0001969>	<http://linkedlifedata.com/resource/umls/id/C0032105>
<http://purl.obolibrary.org/obo/UBERON_0001969>	"MIAA:0000052"
<http://purl.obolibrary.org/obo/UBERON_0001969>	"MESH:D010949"
<http://purl.obolibrary.org/obo/UBERON_0001969>	"EMAPA:35690"
<http://purl.obolibrary.org/obo/UBERON_0001969>	"CALOHA:TS-0800"
<http://purl.obolibrary.org/obo/UBERON_0001969>	"FMA:62970"
<http://purl.obolibrary.org/obo/UBERON_0001969>	"MAT:0000052"
<http://purl.obolibrary.org/obo/UBERON_0001969>	<http://en.wikipedia.org/wiki/Blood_plasma>
<http://purl.obolibrary.org/obo/UBERON_0001969>	"NCIT:C13356"
<http://purl.obolibrary.org/obo/UBERON_0001969>	"UMLS:C0032105"
<http://purl.obolibrary.org/obo/UBERON_0001969>	"EFO:0001905"
<http://purl.obolibrary.org/obo/UBERON_0001969>	"BTO:0000131"
<http://purl.obolibrary.org/obo/UBERON_0001969>	"MA:0002501"
<http://purl.obolibrary.org/obo/CL_0002598>	"BTO:0004402"
<http://purl.obolibrary.org/obo/UBERON_0006931>	"EMAPA:27167"
<http://purl.obolibrary.org/obo/UBERON_0006931>	"MA:0001614"
<http://purl.obolibrary.org/obo/UBERON_0014399>	"FMA:63133"
<http://purl.obolibrary.org/obo/UBERON_0006073>	"AAO:0000612"
<http://purl.obolibrary.org/obo/UBERON_0006073>	<http://www.snomedbrowser.com/Codes/Details/243931006>
<http://purl.obolibrary.org/obo/UBERON_0006073>	<http://linkedlifedata.com/resource/umls/id/C0581269>
<http://purl.obolibrary.org/obo/UBERON_0006073>	"EHDAA:5063"
<http://purl.obolibrary.org/obo/UBERON_0006073>	"EMAPA:17396"
<http://purl.obolibrary.org/obo/UBERON_0006073>	"MA:0003155"
<http://purl.obolibrary.org/obo/UBERON_0006073>	"NCIT:C69315"
<http://purl.obolibrary.org/obo/UBERON_0006073>	"UMLS:C0581269"
<http://purl.obolibrary.org/obo/UBERON_0006073>	"BTO:0004150"
<http://purl.obolibrary.org/obo/UBERON_0006073>	"FMA:9140"
<http://purl.obolibrary.org/obo/GO_0016042>	"Wikipedia:Lipid_catabolism"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"VHOG:0001251"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"GAID:468"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"UMLS:C0003842"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"EMAPA:35147"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"ZFA:0000005"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"galen:Artery"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"MESH:D001158"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"EHDAA2:0000143"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"EHDAA2:0003253"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"FMA:50720"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"CALOHA:TS-0054"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"XAO:0000114"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"NCIT:C12372"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"TAO:0000005"
<http://purl.obolibrary.org/obo/UBERON_0001637>	<http://en.wikipedia.org/wiki/Artery>
<http://purl.obolibrary.org/obo/UBERON_0001637>	"EFO:0000814"
<http://purl.obolibrary.org/obo/UBERON_0001637>	<http://www.snomedbrowser.com/Codes/Details/362877004>
<http://purl.obolibrary.org/obo/UBERON_0001637>	"MIAA:0000034"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"AAO:0010211"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"MA:0000064"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"AEO:0000208"
<http://purl.obolibrary.org/obo/UBERON_0001637>	<http://linkedlifedata.com/resource/umls/id/C0003842>
<http://purl.obolibrary.org/obo/UBERON_0001637>	"EV:0100026"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"BTO:0000573"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"MAT:0000034"
<http://purl.obolibrary.org/obo/UBERON_0004374>	<http://en.wikipedia.org/wiki/Vitelline_circulation>
<http://purl.obolibrary.org/obo/CL_0000353>	"FMA:72551"
<http://purl.obolibrary.org/obo/CL_0000353>	"BTO:0001473"
<http://purl.obolibrary.org/obo/UBERON_0002378>	<http://en.wikipedia.org/wiki/Abdominal_muscle>
<http://purl.obolibrary.org/obo/UBERON_0002378>	"UMLS:C0000739"
<http://purl.obolibrary.org/obo/UBERON_0002378>	"GAID:89"
<http://purl.obolibrary.org/obo/UBERON_0002378>	"FMA:9620"
<http://purl.obolibrary.org/obo/UBERON_0002378>	"MA:0000520"
<http://purl.obolibrary.org/obo/UBERON_0002378>	"EMAPA:35103"
<http://purl.obolibrary.org/obo/UBERON_0002378>	<http://linkedlifedata.com/resource/umls/id/C0000739>
<http://purl.obolibrary.org/obo/UBERON_0002378>	"NCIT:C32040"
<http://purl.obolibrary.org/obo/UBERON_0002378>	"MESH:D000009"
<http://purl.obolibrary.org/obo/UBERON_0002378>	<http://www.snomedbrowser.com/Codes/Details/361352008>
<http://purl.obolibrary.org/obo/UBERON_0002378>	"BTO:0001261"
<http://purl.obolibrary.org/obo/UBERON_0011164>	"EMAPA:35238"
<http://purl.obolibrary.org/obo/UBERON_0011164>	"MA:0001478"
<http://purl.obolibrary.org/obo/UBERON_0011164>	<http://www.snomedbrowser.com/Codes/Details/120229002>
<http://purl.obolibrary.org/obo/PATO_0002007>	"Image:http://upload.wikimedia.org/wikipedia/commons/0/06/Convex_polygon_illustration1.png"
<http://purl.obolibrary.org/obo/UBERON_0009494>	"FMA:295694"
<http://purl.obolibrary.org/obo/UBERON_0009494>	"EMAPA:32755"
<http://purl.obolibrary.org/obo/UBERON_0013769>	<http://en.wikipedia.org/wiki/Uterine_cavity>
<http://purl.obolibrary.org/obo/UBERON_0013769>	"EMAPA:36273"
<http://purl.obolibrary.org/obo/UBERON_0013769>	"FMA:17745"
<http://purl.obolibrary.org/obo/UBERON_0001082>	"ZFA:0005058"
<http://purl.obolibrary.org/obo/UBERON_0001082>	"TAO:0005058"
<http://purl.obolibrary.org/obo/UBERON_0001082>	"FMA:12150"
<http://purl.obolibrary.org/obo/UBERON_0000122>	"NLX:147821"
<http://purl.obolibrary.org/obo/UBERON_0000122>	"CARO:0001001"
<http://purl.obolibrary.org/obo/UBERON_0000122>	"FBbt:00005099"
<http://purl.obolibrary.org/obo/GO_0044297>	"FMA:67301"
<http://purl.obolibrary.org/obo/GO_0044297>	"FBbt:00005107"
<http://purl.obolibrary.org/obo/GO_0044297>	"Wikipedia:Cell_body"
<http://purl.obolibrary.org/obo/UBERON_0000075>	"UMLS:C1519343"
<http://purl.obolibrary.org/obo/UBERON_0000075>	<http://linkedlifedata.com/resource/umls/id/C1519343>
<http://purl.obolibrary.org/obo/UBERON_0000075>	"FMA:85544"
<http://purl.obolibrary.org/obo/UBERON_0000075>	"NCIT:C34076"
<http://purl.obolibrary.org/obo/UBERON_0000075>	<http://www.snomedbrowser.com/Codes/Details/118966000>
<http://purl.obolibrary.org/obo/UBERON_0000075>	"galen:ComplexSkeletalStructure"
<http://purl.obolibrary.org/obo/CL_0002180>	"FMA:63464"
<http://purl.obolibrary.org/obo/NCBITaxon_7901>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0004245>	"MA:0001721"
<http://purl.obolibrary.org/obo/UBERON_0004245>	"EMAPA:29046"
<http://purl.obolibrary.org/obo/UBERON_0001981>	"MESH:D001808"
<http://purl.obolibrary.org/obo/UBERON_0001981>	"NCIT:C12679"
<http://purl.obolibrary.org/obo/UBERON_0001981>	<http://linkedlifedata.com/resource/umls/id/C0005847>
