?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/DOID_3393>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Coronary disease"@en	
<http://purl.obolibrary.org/obo/DOID_3393>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"coronary heart disease"@en	
<http://purl.obolibrary.org/obo/DOID_3393>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CHD"@en	
<http://purl.obolibrary.org/obo/DOID_3393>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"coronary arteriosclerosis"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor of adult brain"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"brain neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"neoplasm of brain"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary brain neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"tumor of the Brain"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"adult malignant brain neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"adult brain tumor"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary brain tumor"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant primary brain tumor"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"BT - Brain tumour"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant brain tumour"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor of Brain"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant primary brain neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary malignant neoplasm of brain"@en	
<http://purl.obolibrary.org/obo/DOID_1319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"brain neoplasm, adult"@en	
<http://purl.obolibrary.org/obo/DOID_11054>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"bladder cancer"@en	
<http://purl.obolibrary.org/obo/DOID_11054>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"tumor of the bladder"@en	
<http://purl.obolibrary.org/obo/DOID_3451>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"carcinoma of skin"@en	
<http://purl.obolibrary.org/obo/DOID_2030>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"anxiety"@en	
<http://purl.obolibrary.org/obo/DOID_2030>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"anxiety state"@en	
<http://purl.obolibrary.org/obo/DOID_557>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nephropathy"@en	
<http://purl.obolibrary.org/obo/DOID_557>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"impaired renal function disease"	
<http://purl.obolibrary.org/obo/DOID_2994>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor of the germ cell"@en	
<http://purl.obolibrary.org/obo/DOID_4079>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Valvular heart disease"@en	
<http://purl.obolibrary.org/obo/DOID_6199>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Corneal tumor"@en	
<http://purl.obolibrary.org/obo/DOID_6199>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"neoplasm of cornea"@en	
<http://purl.obolibrary.org/obo/DOID_6199>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor of cornea"@en	
<http://purl.obolibrary.org/obo/DOID_6199>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant Corneal tumor"@en	
<http://purl.obolibrary.org/obo/DOID_6199>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm of cornea"@en	
<http://purl.obolibrary.org/obo/DOID_9119>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"AML - acute Myeloid Leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_9119>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"acute myelogenous leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_9119>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"acute myelogenous leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_9119>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Leukemia, Myelocytic, acute"@en	
<http://purl.obolibrary.org/obo/DOID_9119>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"acute myeloid leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_9119>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"acute myeloblastic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_9119>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"acute myeloblastic leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_3083>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"COLD"@en	
<http://purl.obolibrary.org/obo/DOID_3083>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"COPD"@en	
<http://purl.obolibrary.org/obo/DOID_3083>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chronic obstructive lung disease"@en	
<http://purl.obolibrary.org/obo/DOID_3083>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chronic obstructive airway disease"@en	
<http://purl.obolibrary.org/obo/DOID_75>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disease of lympoid system"@en	
<http://purl.obolibrary.org/obo/DOID_75>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disorder of lymphatic system"@en	
<http://purl.obolibrary.org/obo/DOID_75>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Adenopathy"@en	
<http://purl.obolibrary.org/obo/DOID_75>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"lympoid system disease"@en	
<http://purl.obolibrary.org/obo/DOID_75>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Lymphatic disease"@en	
<http://purl.obolibrary.org/obo/DOID_75>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Lymphangiopathy"@en	
<http://purl.obolibrary.org/obo/DOID_75>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Lymphatic disorder"@en	
<http://purl.obolibrary.org/obo/DOID_75>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disorder of lymph node and lymphatics"@en	
<http://purl.obolibrary.org/obo/DOID_75>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"lymphatic disorder"@en	
<http://purl.obolibrary.org/obo/DOID_75>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disorder of lymphoid system"@en	
<http://purl.obolibrary.org/obo/DOID_1287>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disease of subdivision of hemolymphoid system"@en	
<http://purl.obolibrary.org/obo/DOID_2531>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant hematopoietic neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_2531>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hematopoietic and lymphoid system tumor"@en	
<http://purl.obolibrary.org/obo/DOID_2531>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"blood cancer"@en	
<http://purl.obolibrary.org/obo/DOID_2531>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Hematological tumors"@en	
<http://purl.obolibrary.org/obo/DOID_2531>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hematopoietic cancer"@en	
<http://purl.obolibrary.org/obo/DOID_2531>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hematopoietic tumors"@en	
<http://purl.obolibrary.org/obo/DOID_2531>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hematopoietic neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_2531>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Hematologic malignancy"@en	
<http://purl.obolibrary.org/obo/DOID_2531>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Hematologic neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_5621>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"histiocytic and dendritic cell"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm of middle third of oesophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor of Proximal Third of esophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm of upper third esophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm of distal third of esophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor of abdominal esophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm of lower third of oesophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor of Distal Third of esophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ca middle third oesophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm of proximal third of esophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor of the middle Third of the esophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ca lower third oesophagus"@en	
<http://purl.obolibrary.org/obo/DOID_5041>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"esophagus cancer"@en	
<http://purl.obolibrary.org/obo/DOID_10652>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Alzheimers dementia"@en	
<http://purl.obolibrary.org/obo/DOID_10652>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Alzheimer disease"@en	
<http://purl.obolibrary.org/obo/DOID_37>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Genodermatosis"@en	
<http://purl.obolibrary.org/obo/DOID_37>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"skin and subcutaneous tissue disease"@en	
<http://purl.obolibrary.org/obo/DOID_14566>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cell process disease"@en	
<http://purl.obolibrary.org/obo/DOID_14566>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_1040>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"lymphoplasmacytic leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_1040>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chronic lymphatic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_1040>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"B-cell chronic lymphocytic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_1040>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chronic lymphatic leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_1040>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"lymphoplasmacytic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_1040>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"B-cell chronic lymphocytic leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_1040>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CLL"@en	
<http://purl.obolibrary.org/obo/DOID_1040>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chronic lymphocytic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary malignant neoplasm of liver"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ca liver - primary"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"non-resectable primary hepatic malignant neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Resectable malignant neoplasm of Liver"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"resectable malignant neoplasm of the liver"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary malignant neoplasm of Liver"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"neoplasm of liver"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm of liver, not specified as primary or secondary"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm of liver"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ca liver - primary"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary liver cancer"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant hepato-biliary neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hepatic cancer"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hepatic neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor of liver"@en	
<http://purl.obolibrary.org/obo/DOID_3571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm of liver, primary"@en	
<http://purl.obolibrary.org/obo/DOID_0050700>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Cardiomyopathies"@en	
<http://purl.obolibrary.org/obo/DOID_2513>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Rodent ulcer"@en	
<http://purl.obolibrary.org/obo/DOID_2513>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Basal cell carcinoma of skin"@en	
<http://purl.obolibrary.org/obo/DOID_2513>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Basal cell tumor"@en	
<http://purl.obolibrary.org/obo/DOID_2513>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant basal cell tumor"@en	
<http://purl.obolibrary.org/obo/DOID_2513>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant Basal cell neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_2513>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Epithelioma basal cell"@en	
<http://purl.obolibrary.org/obo/DOID_2513>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Basal cell neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_2513>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Basal cell cancer"@en	
<http://purl.obolibrary.org/obo/DOID_1115>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"tumor of soft tissue and skeleton"@en	
<http://purl.obolibrary.org/obo/DOID_1115>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"connective and soft tissue neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_2468>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mental or behavioural disorder"@en	
<http://purl.obolibrary.org/obo/DOID_1612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mammary tumor"@en	
<http://purl.obolibrary.org/obo/DOID_1612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm of breast"@en	
<http://purl.obolibrary.org/obo/DOID_1612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor of the breast"@en	
<http://purl.obolibrary.org/obo/DOID_1612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"breast tumor"@en	
<http://purl.obolibrary.org/obo/DOID_1612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mammary cancer"@en	
<http://purl.obolibrary.org/obo/DOID_1612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary breast cancer"@en	
<http://purl.obolibrary.org/obo/DOID_1443>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Brain degeneration"@en	
<http://purl.obolibrary.org/obo/DOID_1532>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disorder of pleura"@en	
<http://purl.obolibrary.org/obo/DOID_1532>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"non-neoplastic pleural disease"@en	
<http://purl.obolibrary.org/obo/DOID_162>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_162>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumor"@en	
<http://purl.obolibrary.org/obo/DOID_162>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary cancer"@en	
<http://purl.obolibrary.org/obo/DOID_535>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Non-organic sleep disorder"@en	
<http://purl.obolibrary.org/obo/DOID_10534>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"gastric neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_10534>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"gastric cancer"@en	
<http://purl.obolibrary.org/obo/UO_0000173>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"gram per millilitre"	
<http://purl.obolibrary.org/obo/UO_0000173>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"g/ml"	
<http://purl.obolibrary.org/obo/UO_0000072>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pm"	
<http://purl.obolibrary.org/obo/UO_0000229>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Vh"	
<http://purl.obolibrary.org/obo/UO_0000144>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nSv"	
<http://purl.obolibrary.org/obo/UO_0000017>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"micron"	
<http://purl.obolibrary.org/obo/UO_0000017>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"micrometre"	
<http://purl.obolibrary.org/obo/UO_0000017>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"um"	
